Date/Clock time,45695.4,,,,,,,,
Tester,"Arik, Cameron",,,,,,,,
Specimen designation,316H-elg_320MPa_550C_02,,,,,,,,
Diameter,6.0475,mm,,,,,,,
Material,316H-elg,,,,,,,,
Load cell,100kN,,,,,,,,
Extensometer,Epsilon 3549 SN102121 GL25mm,,,,,,,,
"Gage length, standard travel",25,mm,,,,,,,
Test standard,ASTM E136,,,,,,,,
Machine data,ZwickRoell Kappa100 SS-CF,,,,,,,,
Time,Test time,Standard travel,Standard force,Temperature,Temperature 3,,,,
h,h,%,MPa,°C,°C,,,,
99.322,95.5059,9.51755,320.004,549.935,549.855,,,,
99.4054,95.5892,9.50879,320.005,549.946,549.803,,,,
99.4887,95.6726,9.51332,319.997,549.882,549.973,,,,
99.572,95.7559,9.51617,320.002,549.891,549.864,,,,
99.6554,95.8392,9.5107,320.004,549.959,549.867,,,,
99.7387,95.9226,9.50194,320,549.799,549.87,,,,
99.822,96.0059,9.50957,319.997,549.967,550.073,,,,
99.9054,96.0892,9.5102,320.003,549.978,549.922,,,,
99.9887,96.1726,9.50768,320,549.949,549.881,,,,
100.072,96.2559,9.51372,320.007,549.954,550.002,,,,
100.155,96.3392,9.51325,319.992,549.909,550.012,,,,
100.239,96.4226,9.50722,320.003,549.997,549.955,,,,
100.322,96.5059,9.51334,319.999,549.971,549.9,,,,
100.405,96.5892,9.51416,320.002,549.883,549.96,,,,
100.489,96.6726,9.51469,320.002,549.918,549.948,,,,
100.572,96.7559,9.51045,320.018,549.917,549.87,,,,
100.655,96.8392,9.51358,320.008,549.909,549.994,,,,
100.739,96.9226,9.5153,320.006,549.962,550.076,,,,
100.822,97.0059,9.51188,319.998,550.039,549.978,,,,
100.905,97.0892,9.50614,320.009,549.905,549.965,,,,
100.989,97.1726,9.51883,320.004,549.993,550.08,,,,
101.072,97.2559,9.51412,320.008,549.984,549.97,,,,
101.155,97.3392,9.51165,320.003,549.983,549.907,,,,
101.239,97.4226,9.51142,319.998,549.956,550.085,,,,
101.322,97.5059,9.51346,320.002,549.981,549.931,,,,
101.405,97.5892,9.50657,319.991,549.968,549.893,,,,
101.489,97.6726,9.51548,320.003,549.796,549.951,,,,
101.572,97.7559,9.51538,320.001,549.961,549.953,,,,
101.655,97.8392,9.51193,319.999,549.98,549.925,,,,
101.739,97.9226,9.51355,320.008,549.893,549.919,,,,
101.822,98.0059,9.50688,319.999,549.927,550.037,,,,
101.905,98.0892,9.51498,320.002,549.939,549.871,,,,
101.989,98.1726,9.51674,320.012,549.863,549.892,,,,
102.072,98.2559,9.51935,320.002,549.824,549.956,,,,
102.155,98.3392,9.51408,319.999,549.865,549.824,,,,
102.239,98.4226,9.51281,320.005,549.854,549.845,,,,
102.322,98.5059,9.51939,320.007,549.898,549.987,,,,
102.405,98.5892,9.516,320.006,549.91,549.874,,,,
102.489,98.6726,9.51159,319.999,549.912,549.856,,,,
102.572,98.7559,9.51921,319.997,549.846,549.949,,,,
102.655,98.8392,9.5101,320,549.912,549.998,,,,
102.739,98.9226,9.51337,319.997,549.924,549.879,,,,
102.822,99.0059,9.51065,319.998,549.894,549.867,,,,
102.905,99.0892,9.5201,320.011,549.832,549.931,,,,
102.989,99.1726,9.5163,320.004,549.908,549.888,,,,
103.072,99.2559,9.51548,320.001,549.902,549.814,,,,
103.155,99.3392,9.52089,319.997,549.806,549.884,,,,
103.239,99.4226,9.51573,320.005,549.879,549.838,,,,
103.322,99.5059,9.5161,320,549.98,549.906,,,,
103.405,99.5892,9.51651,320.007,550.054,550.068,,,,
103.489,99.6726,9.51828,320.001,550.036,550.027,,,,
103.572,99.7559,9.51381,320.008,549.996,549.922,,,,
103.655,99.8392,9.51427,320.005,549.901,549.955,,,,
103.739,99.9226,9.5227,319.999,549.977,550.062,,,,
103.822,100.006,9.51633,320.003,550.005,549.917,,,,
103.905,100.089,9.51354,320.007,549.957,549.995,,,,
103.989,100.173,9.52004,320.002,550.002,550.096,,,,
104.072,100.256,9.51778,320.004,550.02,549.965,,,,
104.155,100.339,9.51502,320.005,549.998,549.943,,,,
104.239,100.423,9.52414,319.995,549.98,550.049,,,,
104.322,100.506,9.51817,320.008,550.04,550.028,,,,
104.405,100.589,9.51793,320.001,550.009,549.967,,,,
104.489,100.673,9.52402,320.006,549.977,550.123,,,,
104.572,100.756,9.52334,320.007,549.995,549.971,,,,
104.655,100.839,9.52134,320.01,549.916,549.855,,,,
104.739,100.923,9.52607,320.003,549.858,549.954,,,,
104.822,101.006,9.52105,319.995,549.86,549.957,,,,
104.905,101.089,9.51953,319.993,549.885,549.827,,,,
104.989,101.173,9.52352,320.004,549.817,549.857,,,,
105.072,101.256,9.51538,319.998,549.814,549.908,,,,
105.155,101.339,9.52082,319.995,549.934,549.914,,,,
105.239,101.423,9.51636,320.005,549.874,549.824,,,,
105.322,101.506,9.5234,319.999,549.94,549.985,,,,
105.405,101.589,9.51854,320.002,549.905,549.957,,,,
105.489,101.673,9.51898,320.009,549.933,549.861,,,,
105.572,101.756,9.5148,320,549.888,549.877,,,,
105.655,101.839,9.52562,319.999,549.988,550.068,,,,
105.739,101.923,9.51215,320.003,549.972,550.061,,,,
105.822,102.006,9.51906,320.005,549.99,549.941,,,,
105.905,102.089,9.52006,320.01,549.892,549.972,,,,
105.989,102.173,9.51796,320.006,549.886,549.987,,,,
106.072,102.256,9.52283,320.002,549.916,549.898,,,,
106.155,102.339,9.52026,320,549.955,549.875,,,,
106.239,102.423,9.51605,319.994,549.811,549.892,,,,
106.322,102.506,9.51671,319.996,549.891,549.99,,,,
106.405,102.589,9.51838,320.003,550.001,550.016,,,,
106.489,102.673,9.51707,319.998,550.006,549.957,,,,
106.572,102.756,9.52552,319.997,549.87,549.961,,,,
106.655,102.839,9.52082,319.997,549.881,549.935,,,,
106.739,102.923,9.5206,320,549.891,549.876,,,,
106.822,103.006,9.51956,319.998,549.886,549.801,,,,
106.905,103.089,9.52058,320.002,549.813,549.887,,,,
106.989,103.173,9.51873,320.007,549.887,549.936,,,,
107.072,103.256,9.51986,319.995,549.938,549.853,,,,
107.155,103.339,9.52136,320,549.897,549.922,,,,
107.239,103.423,9.52162,319.991,549.94,550.002,,,,
107.322,103.506,9.52013,320.011,549.832,549.897,,,,
107.405,103.589,9.51841,320.007,549.867,549.774,,,,
107.489,103.673,9.52271,320,549.797,549.777,,,,
107.572,103.756,9.52336,320.007,549.866,549.897,,,,
107.655,103.839,9.52138,319.999,549.885,549.92,,,,
107.739,103.923,9.51672,319.998,549.939,549.855,,,,
107.822,104.006,9.51202,320.007,549.828,549.821,,,,
107.905,104.089,9.52459,319.999,549.845,549.889,,,,
107.989,104.173,9.51997,320.004,549.93,549.964,,,,
108.072,104.256,9.51913,320.006,549.924,549.823,,,,
108.155,104.339,9.52326,320.004,549.846,549.879,,,,
108.239,104.423,9.52243,320.009,549.888,549.946,,,,
108.322,104.506,9.52086,320.01,549.958,549.942,,,,
108.405,104.589,9.51777,320.006,550,549.881,,,,
108.489,104.673,9.52381,320.011,549.893,549.901,,,,
108.572,104.756,9.52292,320.008,549.998,550.041,,,,
108.655,104.839,9.52402,320.003,550.012,550.053,,,,
108.739,104.923,9.52043,320.002,550.039,549.94,,,,
108.822,105.006,9.51948,320,549.963,549.966,,,,
108.905,105.089,9.53252,320.003,549.982,550.029,,,,
108.989,105.173,9.52327,319.993,549.994,549.991,,,,
109.072,105.256,9.51914,320.004,550.001,549.921,,,,
109.155,105.339,9.51829,320.002,549.85,549.857,,,,
109.239,105.423,9.525,320.007,549.88,549.914,,,,
109.322,105.506,9.52393,319.997,549.893,549.957,,,,
109.405,105.589,9.5214,320,549.971,549.884,,,,
109.489,105.673,9.52045,320.001,549.987,550.014,,,,
109.572,105.756,9.52807,320.001,549.95,550.021,,,,
109.655,105.839,9.52506,320.006,549.998,549.959,,,,
109.739,105.923,9.51871,320.005,549.908,549.856,,,,
109.822,106.006,9.52767,320.003,549.848,549.913,,,,
109.905,106.089,9.5276,320.001,549.756,549.849,,,,
109.989,106.173,9.52695,319.999,549.804,549.75,,,,
110.072,106.256,9.52084,320,549.847,549.756,,,,
110.155,106.339,9.53047,320.002,549.814,549.823,,,,
110.239,106.423,9.52856,320.003,549.858,549.921,,,,
110.322,106.506,9.51774,320.006,549.828,549.91,,,,
110.405,106.589,9.52344,320.001,549.928,549.821,,,,
110.489,106.673,9.52057,320.007,549.841,549.869,,,,
110.572,106.756,9.52376,320.001,549.902,549.973,,,,
110.655,106.839,9.52113,320.008,549.939,549.965,,,,
110.739,106.923,9.52593,319.994,549.998,549.911,,,,
110.822,107.006,9.52758,320.003,549.928,549.97,,,,
110.905,107.089,9.5273,320,549.97,550,,,,
110.989,107.173,9.52636,320.006,549.965,549.969,,,,
111.072,107.256,9.52809,320,549.965,549.864,,,,
111.155,107.339,9.52819,320.002,549.892,549.946,,,,
111.239,107.423,9.52922,319.999,549.847,549.923,,,,
111.322,107.506,9.5228,320.002,549.888,549.889,,,,
111.405,107.589,9.52153,320.003,549.969,549.853,,,,
111.489,107.673,9.5289,319.999,549.937,549.961,,,,
111.572,107.756,9.52498,320.001,549.911,549.971,,,,
111.655,107.839,9.52276,319.995,549.976,549.961,,,,
111.739,107.923,9.5195,320.001,550.005,549.924,,,,
111.822,108.006,9.52888,319.997,549.923,549.966,,,,
111.905,108.089,9.52911,319.999,549.954,550.004,,,,
111.989,108.173,9.52903,320.001,549.923,550.012,,,,
112.072,108.256,9.522,320.001,549.998,549.914,,,,
112.155,108.339,9.51886,320.005,549.932,549.924,,,,
112.239,108.423,9.52567,320.005,549.954,550.023,,,,
112.322,108.506,9.51933,320.011,549.953,550.002,,,,
112.405,108.589,9.52544,320.004,549.979,549.917,,,,
112.489,108.673,9.52594,320.001,549.933,549.96,,,,
112.572,108.756,9.53112,320.007,549.911,549.96,,,,
112.655,108.839,9.52544,320.004,549.924,549.957,,,,
112.739,108.923,9.52455,319.998,549.991,549.928,,,,
112.822,109.006,9.5236,320,549.926,549.876,,,,
112.905,109.089,9.52959,320.007,549.865,549.963,,,,
112.989,109.173,9.52151,320.006,549.911,549.997,,,,
113.072,109.256,9.52904,320.003,549.972,549.926,,,,
113.155,109.339,9.52446,320.002,549.939,549.902,,,,
113.239,109.423,9.52535,319.997,549.852,549.949,,,,
113.322,109.506,9.52756,319.998,549.843,549.952,,,,
113.405,109.589,9.52637,320.004,549.92,549.858,,,,
113.489,109.673,9.52367,320.001,549.762,549.744,,,,
113.572,109.756,9.53451,320.011,549.801,549.859,,,,
113.655,109.839,9.52791,320.004,549.824,549.909,,,,
113.739,109.923,9.52443,320.009,549.888,549.836,,,,
113.822,110.006,9.52455,320.002,549.785,549.828,,,,
113.905,110.089,9.53131,320.008,549.852,549.915,,,,
113.989,110.173,9.53272,320.003,549.907,549.98,,,,
114.072,110.256,9.52404,320.002,549.979,549.915,,,,
114.155,110.339,9.52326,320.006,549.943,549.884,,,,
114.239,110.423,9.52782,320.001,549.889,549.97,,,,
114.322,110.506,9.52991,320.008,549.933,549.999,,,,
114.405,110.589,9.52557,319.996,549.975,549.904,,,,
114.489,110.673,9.52233,320,549.923,549.908,,,,
114.572,110.756,9.52872,320.003,549.969,549.992,,,,
114.655,110.839,9.52757,320.004,549.958,550.012,,,,
114.739,110.923,9.52631,319.994,549.989,549.909,,,,
114.822,111.006,9.52645,320.004,549.859,549.862,,,,
114.905,111.089,9.53442,320.005,549.912,549.96,,,,
114.989,111.173,9.53465,320.002,549.951,549.957,,,,
115.072,111.256,9.53242,320.004,549.947,549.91,,,,
115.155,111.339,9.52574,320.004,549.956,549.87,,,,
115.239,111.423,9.53591,319.999,549.952,549.994,,,,
115.322,111.506,9.52525,319.998,549.897,549.974,,,,
115.405,111.589,9.52674,320.006,549.861,549.911,,,,
115.489,111.673,9.52379,320,549.851,549.794,,,,
115.572,111.756,9.52621,320.002,549.667,549.716,,,,
115.655,111.839,9.52778,320.01,549.741,549.795,,,,
115.739,111.923,9.52723,320.004,549.751,549.781,,,,
115.822,112.006,9.52313,319.996,549.807,549.741,,,,
115.905,112.089,9.53058,320.002,549.772,549.779,,,,
115.989,112.173,9.53003,320.003,549.747,549.782,,,,
116.072,112.256,9.52304,320.006,549.875,549.796,,,,
116.155,112.339,9.52705,320.006,549.83,549.778,,,,
116.239,112.423,9.52895,319.995,549.97,549.981,,,,
116.322,112.506,9.5305,320.002,549.996,550.059,,,,
116.405,112.589,9.52263,320.008,550.01,549.919,,,,
116.489,112.673,9.52767,320.002,549.845,549.867,,,,
116.572,112.756,9.53579,319.999,549.95,549.999,,,,
116.655,112.839,9.52926,320.001,549.985,549.956,,,,
116.739,112.923,9.52424,320.005,549.964,549.879,,,,
116.822,113.006,9.5311,319.999,549.897,549.936,,,,
116.905,113.089,9.5342,320.004,549.87,549.891,,,,
116.989,113.173,9.52749,319.998,549.919,549.842,,,,
117.072,113.256,9.53147,319.998,549.826,549.774,,,,
117.155,113.339,9.53505,320,549.822,549.849,,,,
117.239,113.423,9.53587,319.998,549.847,549.888,,,,
117.322,113.506,9.52629,320.007,550.001,549.931,,,,
117.405,113.589,9.52896,320.003,549.923,549.878,,,,
117.489,113.673,9.52914,319.999,549.946,549.942,,,,
117.572,113.756,9.53497,320.005,549.884,549.936,,,,
117.655,113.839,9.52661,320,549.962,549.874,,,,
117.739,113.923,9.52615,319.999,549.868,549.834,,,,
117.822,114.006,9.53088,320.004,549.876,549.865,,,,
117.905,114.089,9.52724,320.014,549.815,549.849,,,,
117.989,114.173,9.52392,319.997,549.893,549.774,,,,
118.072,114.256,9.5323,319.991,549.832,549.782,,,,
118.155,114.339,9.52992,320.007,549.871,549.935,,,,
118.239,114.423,9.52939,320.011,549.981,549.955,,,,
118.322,114.506,9.52561,320.007,549.998,549.901,,,,
118.405,114.589,9.52875,320,549.902,549.886,,,,
118.489,114.673,9.52903,319.995,549.883,549.949,,,,
118.572,114.756,9.53072,320.006,550.022,549.931,,,,
118.655,114.839,9.52959,320.008,549.96,549.882,,,,
118.739,114.923,9.53748,320.002,549.874,549.929,,,,
118.822,115.006,9.52677,320,549.935,549.874,,,,
118.905,115.089,9.52558,320.007,549.927,549.81,,,,
118.989,115.173,9.53204,320.003,549.769,549.84,,,,
119.072,115.256,9.52907,319.998,549.855,549.891,,,,
119.155,115.339,9.52784,320.006,549.908,549.796,,,,
119.239,115.423,9.5294,320.006,549.746,549.759,,,,
119.322,115.506,9.52996,320.001,549.92,549.989,,,,
119.405,115.589,9.52837,320.007,550.028,549.939,,,,
119.489,115.673,9.53141,320.005,549.962,549.949,,,,
119.572,115.756,9.53206,320.005,549.996,550.076,,,,
119.655,115.839,9.52836,320,550.033,550.014,,,,
119.739,115.923,9.52994,320.003,550.001,549.915,,,,
119.822,116.006,9.52639,320.003,549.879,549.977,,,,
119.905,116.089,9.53243,319.995,550,550.004,,,,
119.989,116.173,9.53158,320,550.013,549.927,,,,
120.072,116.256,9.52789,319.999,549.863,549.971,,,,
120.155,116.339,9.52704,320,549.944,549.919,,,,
120.239,116.423,9.52823,320.003,549.896,549.854,,,,
120.322,116.506,9.53812,320,549.804,549.948,,,,
120.405,116.589,9.53133,320,550.019,549.978,,,,
120.489,116.673,9.52572,320.003,549.951,549.88,,,,
120.572,116.756,9.5389,319.998,549.92,550.036,,,,
120.655,116.839,9.52984,320.007,549.977,549.974,,,,
120.739,116.923,9.53088,320.004,549.938,549.882,,,,
120.822,117.006,9.52417,320.007,549.888,550.006,,,,
120.905,117.089,9.52857,319.995,549.912,549.868,,,,
120.989,117.173,9.52772,320.005,549.857,549.842,,,,
121.072,117.256,9.535,320.008,549.789,549.888,,,,
121.155,117.339,9.52746,320.004,549.908,549.814,,,,
121.239,117.423,9.52956,319.999,549.769,549.823,,,,
121.322,117.506,9.53255,320.007,549.927,549.931,,,,
121.405,117.589,9.53217,319.999,549.956,549.872,,,,
121.489,117.673,9.53342,320.006,549.874,549.947,,,,
121.572,117.756,9.53555,320,550.013,549.981,,,,
121.655,117.839,9.53251,320.008,550.013,549.933,,,,
121.739,117.923,9.53745,320,549.888,549.989,,,,
121.822,118.006,9.5326,320,550.028,549.949,,,,
121.905,118.089,9.52597,319.998,549.928,549.931,,,,
121.989,118.173,9.52869,320.003,549.907,549.992,,,,
122.072,118.256,9.52938,320.005,549.972,549.88,,,,
122.155,118.339,9.53706,320.009,549.907,549.91,,,,
122.239,118.423,9.53536,320.006,549.923,549.901,,,,
122.322,118.506,9.53296,320.002,549.925,549.832,,,,
122.405,118.589,9.53399,320.004,549.829,549.922,,,,
122.489,118.673,9.5315,320.006,549.93,549.869,,,,
122.572,118.756,9.52911,319.999,549.866,549.805,,,,
122.655,118.839,9.53354,320.001,549.86,549.946,,,,
122.739,118.923,9.53143,319.994,549.961,549.85,,,,
122.822,119.006,9.52569,320,549.875,549.935,,,,
122.905,119.089,9.52973,320.005,549.928,549.931,,,,
122.989,119.173,9.52949,320.007,549.99,549.876,,,,
123.072,119.256,9.52129,320,549.818,549.893,,,,
123.155,119.339,9.5299,320.01,549.895,549.806,,,,
123.239,119.423,9.52999,320.007,549.817,549.772,,,,
123.322,119.506,9.5299,320.005,549.811,549.915,,,,
123.405,119.589,9.52836,320.004,549.861,549.754,,,,
123.489,119.673,9.52711,320.008,549.807,549.813,,,,
123.572,119.756,9.53309,320.004,549.834,549.845,,,,
123.655,119.839,9.52689,320.003,549.876,549.76,,,,
123.739,119.923,9.52723,320,549.808,549.867,,,,
123.822,120.006,9.53175,320.003,549.921,549.855,,,,
123.905,120.089,9.53555,320.003,549.907,549.771,,,,
123.989,120.173,9.53717,320.009,549.901,549.944,,,,
124.072,120.256,9.53029,320.004,549.979,549.88,,,,
124.155,120.339,9.53198,320.008,549.956,549.92,,,,
124.239,120.423,9.52914,320.002,549.992,550.022,,,,
124.322,120.506,9.52921,319.999,549.973,549.861,,,,
124.405,120.589,9.53459,320.007,549.832,549.847,,,,
124.489,120.673,9.52951,319.989,549.934,549.993,,,,
124.572,120.756,9.53057,320.002,549.951,549.856,,,,
124.655,120.839,9.5289,320.005,549.87,549.879,,,,
124.739,120.923,9.53756,319.998,549.96,549.869,,,,
124.822,121.006,9.53054,320.013,550.011,549.88,,,,
124.905,121.089,9.53115,320.007,549.84,549.95,,,,
124.989,121.173,9.53042,319.999,549.986,549.918,,,,
125.072,121.256,9.5359,320,549.962,549.871,,,,
125.155,121.339,9.53619,320.004,549.889,549.953,,,,
125.239,121.423,9.53422,320,549.985,549.912,,,,
125.322,121.506,9.52808,319.998,549.947,549.888,,,,
125.405,121.589,9.53649,320.007,549.903,550.017,,,,
125.489,121.673,9.53214,320.001,549.989,549.887,,,,
125.572,121.756,9.5361,320.003,549.901,549.949,,,,
125.655,121.839,9.53675,320.002,549.943,550.007,,,,
125.739,121.923,9.53066,319.999,550,549.894,,,,
125.822,122.006,9.53423,320.004,549.887,550.001,,,,
125.905,122.089,9.5329,319.997,549.964,549.962,,,,
125.989,122.173,9.53447,320.005,549.995,549.907,,,,
126.072,122.256,9.53298,320.008,549.876,549.99,,,,
126.155,122.339,9.52878,319.999,549.925,549.851,,,,
126.239,122.423,9.53016,320.008,549.813,549.862,,,,
126.322,122.506,9.53501,320.006,549.79,549.933,,,,
126.405,122.589,9.53377,319.995,549.899,549.84,,,,
126.489,122.673,9.52526,320.004,549.853,549.904,,,,
126.572,122.756,9.53992,319.995,549.908,549.931,,,,
126.655,122.839,9.5307,320.006,549.922,549.853,,,,
126.739,122.923,9.53168,320.005,549.837,549.967,,,,
126.822,123.006,9.53476,320.002,549.885,549.855,,,,
126.905,123.089,9.53478,320.004,549.871,549.862,,,,
126.989,123.173,9.52645,320.005,549.791,549.942,,,,
127.072,123.256,9.52982,319.991,549.885,549.827,,,,
127.155,123.339,9.53152,320.005,549.842,549.962,,,,
127.239,123.423,9.54013,320.014,550.014,550.047,,,,
127.322,123.506,9.53343,320.003,550.08,550.002,,,,
127.405,123.589,9.53724,320.003,549.918,550.082,,,,
127.489,123.673,9.53452,320.011,549.973,549.931,,,,
127.572,123.756,9.53236,320.004,549.924,549.897,,,,
127.655,123.839,9.53833,319.999,549.876,549.957,,,,
127.739,123.923,9.53283,320.004,549.9,549.831,,,,
127.822,124.006,9.53938,320.002,549.772,549.851,,,,
127.905,124.089,9.53871,320.006,549.872,549.897,,,,
127.989,124.173,9.53108,320.008,549.932,549.849,,,,
128.072,124.256,9.53319,320.006,549.907,549.938,,,,
128.155,124.339,9.53469,320.008,549.935,549.923,,,,
128.239,124.423,9.53146,320.007,549.971,549.927,,,,
128.322,124.506,9.53563,320.003,549.899,550.001,,,,
128.405,124.589,9.53946,320.002,550.005,550.124,,,,
128.489,124.673,9.53252,319.998,550.036,549.985,,,,
128.572,124.756,9.54224,320.001,549.885,549.958,,,,
128.655,124.839,9.53589,319.999,549.926,550.021,,,,
128.739,124.923,9.53518,319.995,550.008,549.965,,,,
128.822,125.006,9.53707,320.004,550.021,549.945,,,,
128.905,125.089,9.53093,320.011,550.008,550.095,,,,
128.989,125.173,9.53401,320.012,549.97,550.063,,,,
129.072,125.256,9.53441,320.003,550.043,550.022,,,,
129.155,125.339,9.53897,319.997,550.038,549.976,,,,
129.239,125.423,9.53948,320.009,550.022,550.104,,,,
129.322,125.506,9.53546,320.004,549.973,550.078,,,,
129.405,125.589,9.53554,320.009,550,549.955,,,,
129.489,125.673,9.5323,320.003,549.94,549.924,,,,
129.572,125.756,9.53717,320,549.94,550.012,,,,
129.655,125.839,9.53575,320,549.973,549.963,,,,
129.739,125.923,9.53472,320.003,549.961,549.879,,,,
129.822,126.006,9.53611,320.011,549.855,549.978,,,,
129.905,126.089,9.54146,320.009,549.783,549.897,,,,
129.989,126.173,9.53407,320.006,549.863,549.825,,,,
130.072,126.256,9.53206,319.998,549.816,549.84,,,,
130.155,126.339,9.53483,320.009,549.902,550.007,,,,
130.239,126.423,9.53584,319.998,549.82,549.9,,,,
130.322,126.506,9.53293,320.013,549.929,549.864,,,,
130.405,126.589,9.53289,320.011,549.743,549.823,,,,
130.489,126.673,9.53878,319.999,549.808,549.926,,,,
130.572,126.756,9.53566,320.003,549.842,549.889,,,,
130.655,126.839,9.53188,319.996,549.875,549.811,,,,
130.739,126.923,9.53969,320.002,549.653,549.744,,,,
130.822,127.006,9.53993,319.999,549.807,549.895,,,,
130.905,127.089,9.53411,320.001,549.876,549.815,,,,
130.989,127.173,9.53736,319.999,549.956,549.881,,,,
131.072,127.256,9.53864,320,549.928,549.996,,,,
131.155,127.339,9.53891,319.997,549.975,550.016,,,,
131.239,127.423,9.53757,320.008,550.033,549.988,,,,
131.322,127.506,9.53453,320.01,550.008,550,,,,
131.405,127.589,9.54474,320.006,550.013,550.097,,,,
131.489,127.673,9.53901,320.01,550.095,550.138,,,,
131.572,127.756,9.53649,320.001,549.995,549.918,,,,
131.655,127.839,9.53516,320.013,549.95,549.973,,,,
131.739,127.923,9.53607,320.003,549.941,549.985,,,,
131.822,128.006,9.5384,320.005,549.939,549.945,,,,
131.905,128.089,9.53508,320,549.934,549.847,,,,
131.989,128.173,9.53703,320.001,549.782,549.887,,,,
132.072,128.256,9.5396,320.004,549.926,549.948,,,,
132.155,128.339,9.54138,320.005,549.941,549.96,,,,
132.239,128.423,9.53441,320.013,549.948,549.899,,,,
132.322,128.506,9.53647,320.003,549.978,549.87,,,,
132.405,128.589,9.53615,320.006,549.936,549.993,,,,
132.489,128.673,9.53916,320.004,549.849,549.952,,,,
132.572,128.756,9.53655,320.004,549.915,549.869,,,,
132.655,128.839,9.5382,320.004,549.945,549.843,,,,
132.739,128.923,9.5339,320.01,549.908,549.932,,,,
132.822,129.006,9.5407,320.005,549.932,549.965,,,,
132.905,129.089,9.53384,320.004,549.971,549.916,,,,
132.989,129.173,9.53465,320.005,549.945,549.879,,,,
133.072,129.256,9.54388,320.007,549.943,550.004,,,,
133.155,129.339,9.54417,320.004,549.91,549.991,,,,
133.239,129.423,9.54214,320,549.988,549.966,,,,
133.322,129.506,9.53227,320.003,549.935,549.846,,,,
133.405,129.589,9.53543,320,549.803,549.859,,,,
133.489,129.673,9.54565,320.005,549.875,549.951,,,,
133.572,129.756,9.53379,320.004,549.826,549.911,,,,
133.655,129.839,9.5347,320.01,549.94,549.868,,,,
133.739,129.923,9.53576,320.01,549.905,549.858,,,,
133.822,130.006,9.5416,319.994,549.873,549.921,,,,
133.905,130.089,9.53973,320.002,549.847,549.902,,,,
